id	symbol	pval|float	pval_adj|float	log2FC|float	HGNC.symbol	mean1|float	cells1|int	mean2|float	cells2|int	mean_diff|float	zscore|float
Dnajc7	Dnajc7	9.71489E-18	4.32806343935051e-17	1.61009754703069	DNAJC7	0.834772706113188	31	0.27345167204363	1736	0.561321034069558	8.5772729101247
Ddx5	Ddx5	9.80720E-18	4.36276023690909e-17	0.778563270495485	DDX5	7.70119714101846	58	4.48939008412836	6208	3.21180705689011	8.57618475940195
Flna	Flna	1.05331E-17	4.67880325116307e-17	1.6645731977252	FLNA	1.54539572257107	36	0.487476005047406	2329	1.05791971752367	8.56796360393838
Myo7a	Myo7a	1.17973E-17	5.23265549879159e-17	3.2825071867514	MYO7A	0.166616863292759	11	0.0171232355145062	115	0.149493627778253	8.55489839534049
Cracd	Cracd	2.23100E-17	9.8810810356921e-17	4.06642327063099	CRACD	0.086357352941934	5	0.00515446912043504	42	0.0812028838214989	8.48108679131042
Cst3	Cst3	3.39265E-17	1.50040422523265e-16	1.18624523250057	CST3	6.8760947533899	59	3.02166598326653	5832	3.85442877012337	8.43218676409182
Rps27a	Rps27a	4.31761E-17	1.9058595629826e-16	0.864024867385141	RPS27AP5	4.28172262650092	57	2.35245393428405	5952	1.92926869221687	8.40393530945286
Rps23	Rps23	4.32205E-17	1.9058595629826e-16	0.90918870792496	RPS23	3.2486127327132	57	1.72983575422214	5572	1.51877697849106	8.40381460080101
Ifi206	Ifi206	4.33784E-17	1.91003987084932e-16	4.26630140884065	IFI16	0.0937235477264424	6	0.0048703932070142	30	0.0888531545194282	8.40338644371525
Oasl1	Oasl1	4.73748E-17	2.08297752495626e-16	4.0250082965503	OASL	0.0738794744965613	5	0.00453811573650206	35	0.0693413587600592	8.39303554973615
Cbl	Cbl	5.02695E-17	2.20704380629053e-16	1.98687695709333	CBL	0.739294757948477	32	0.186512552238786	1252	0.552782205709691	8.38606270812993
Rap2b	Rap2b	5.56074E-17	2.43786242970238e-16	2.4396212100073	RAP2B	0.301818557318023	17	0.0556348314416108	412	0.246183725876412	8.37418480217802
Abcd2	Abcd2	5.58544E-17	2.44514523311809e-16	3.35482946192849	ABCD2	0.158759734247883	10	0.0155180113393621	112	0.143241722908521	8.3736628865357
Plxnc1	Plxnc1	7.16774E-17	3.13329692195244e-16	2.62059927430752	PLXNC1	0.255007774712292	15	0.0414643090949694	274	0.213543465617322	8.34423323952579
Cdc42	Cdc42	1.75743E-16	7.67131444890009e-16	0.897690335891019	CDC42	4.20534230427165	59	2.25719788222274	5805	1.9481444220489	8.23757045010009
Bst1	Bst1	1.76690E-16	7.70155874473356e-16	3.24773217608928	BST1	0.218083972358057	11	0.0229593160410255	113	0.195124656317031	8.23692693968601
Gm15753	Gm15753	1.88323E-16	8.19679796863661e-16	3.68685260449131	NA	0.0811610613176982	5	0.00630223355928751	49	0.0748588277584107	8.22929204483083
Cdt1	Cdt1	2.11844E-16	9.20729041480874e-16	3.10356046348421	CDT1	0.153217125745011	9	0.0178255327373969	145	0.135391593007614	8.21518140090366
Rps5	Rps5	2.28023E-16	9.89625749018351e-16	0.813690083405859	RPS5	5.99039600395679	57	3.40808494428935	6135	2.58231105966744	8.20634538526478
Rnasel	Rnasel	2.31462E-16	1.00311432790631e-15	3.1071755081797	RNASEL	0.216684125491671	12	0.0251462984595674	163	0.191537827032103	8.20454676337861
Cbfb	Cbfb	2.58606E-16	1.11914510096822e-15	1.69190517976741	CBFB	0.426627405777903	21	0.1320488250811	981	0.294578580696803	8.19121332336347
Grk6	Grk6	2.65791E-16	1.14859702339203e-15	2.40480058809698	GRK6	0.35119409214814	19	0.0663177969818548	512	0.284876295166285	8.18791471793306
Il6ra	Il6ra	3.20063E-16	1.38115507343034e-15	2.34285474582778	IL6R	0.571071237353173	23	0.112569498942228	659	0.458501738410945	8.165516527232
Slc12a6	Slc12a6	3.32491E-16	1.43274310973174e-15	2.05023531430013	SLC12A6	0.459287922800534	21	0.110892633628196	818	0.348395289172337	8.16091680607927
Twf2	Twf2	3.63359E-16	1.56353078400268e-15	2.55279670993353	TWF2	0.188174618158359	12	0.0320695348599857	254	0.156105083298373	8.15018785237771
Hexb	Hexb	4.67422E-16	2.00845339853293e-15	1.77663671453992	HEXB	0.630281437069283	23	0.18395583756686	1217	0.446325599502424	8.11967807378638
Fscn1	Fscn1	4.93626E-16	2.11804093318589e-15	3.11132543443662	FSCN1	0.238677350988828	5	0.0276190621329237	179	0.211058288855904	8.11305526508023
Rack1	Rack1	5.03506E-16	2.15737296558773e-15	0.917669190592394	RACK1	3.77980821328146	57	2.00089275601686	5737	1.7789154572646	8.11064783124438
2310001H17Rik	2310001H17Rik	5.53321E-16	2.36746079619243e-15	3.61248699890452	NA	0.157513993693401	8	0.0128781119869276	85	0.144635881706473	8.0991773758236
Ypel3	Ypel3	6.71826E-16	2.87044096796105e-15	1.45701959371077	YPEL3	1.20432588588662	35	0.438669479391922	2458	0.7656564064947	8.07553296837233
Rhoa	Rhoa	7.71151E-16	3.29017184156122e-15	0.866350884433437	RHOA	3.80071378180972	60	2.08481519012157	5662	1.71589859168816	8.05869203843504
P2ry6	P2ry6	8.05715E-16	3.43279814194728e-15	4.41535314846979	P2RY6	0.0842268703014184	6	0.00394727082219567	33	0.0802795994792227	8.05332972895017
Tifa	Tifa	1.00053E-15	4.25684208279635e-15	2.98570215509606	TIFA	0.174284117374388	12	0.0220024936624366	187	0.152281623711951	8.0267933864649
Rplp2	Rplp2	1.59442E-15	6.77406003586599e-15	1.00636178668083	RPLP2	3.89900551497577	58	1.94092505014074	5524	1.95808046483503	7.96940329545054
Rpl23	Rpl23	1.99270E-15	8.45429110151904e-15	0.778153638324095	RPL23	7.86523426647866	58	4.58631707384721	6246	3.27891719263144	7.9417989588553
Jund	Jund	2.29054E-15	9.70430915758694e-15	0.806806351573453	JUND	10.6994859600255	59	6.1163172040272	6235	4.58316875599825	7.92450671390951
Sf3b1	Sf3b1	2.32653E-15	9.8430220659426e-15	1.24647360513877	SF3B1	1.71277099588883	42	0.721893873406443	3461	0.990877122482385	7.92256881759343
Ptpn18	Ptpn18	2.50074E-15	1.05652965090386e-14	2.50128704245231	PTPN18	0.308075376128554	15	0.0544119837691542	433	0.2536633923594	7.91358823473765
Plekho1	Plekho1	2.70412E-15	1.14086071166365e-14	2.72573701887235	PLEKHO1	0.249263413400058	14	0.0376816520461802	218	0.211581761353878	7.90385282866108
Cxxc5	Cxxc5	2.97025E-15	1.25139247746999e-14	2.74485425695374	CXXC5	0.206459101834383	9	0.0307999895119868	248	0.175659112322397	7.8921498697118
Tmem108	Tmem108	3.54595E-15	1.49186284003333e-14	4.81478858643025	TMEM108	0.08849202193533	5	0.00314418673425623	24	0.0853478352010738	7.87001637460181
Pag1	Pag1	4.13565E-15	1.73754859596468e-14	3.35543613770905	PAG1	0.174527268676987	10	0.0170520409183513	114	0.157475227758635	7.85074736881566
Dock8	Dock8	4.78233E-15	2.00645788593805e-14	2.41083471911197	DOCK8	0.296986008887475	16	0.0558473313109635	439	0.241138677576512	7.83250782198687
Cks2	Cks2	5.50711E-15	2.30733984894285e-14	2.53850941890499	CKS2	0.180887849896893	9	0.0311345015492427	214	0.14975334834765	7.81475267997374
Asap1	Asap1	5.61046E-15	2.34739133460659e-14	2.25388630511942	ASAP1	0.426332064561663	22	0.0893841701834065	550	0.336947894378256	7.81241025148746
Far1	Far1	9.09436E-15	3.79978274609352e-14	1.63748686352956	FAR1	0.657371009517855	27	0.211289484765267	1410	0.446081524752588	7.75131808464767
Rpl34	Rpl34	9.47810E-15	3.95465653826931e-14	0.729875952320632	RPL34	7.50749465857949	59	4.52668711559084	6213	2.98080754298866	7.74606899404439
Gimap6	Gimap6	1.00406E-14	4.18359023932204e-14	2.44564548856488	GIMAP6	0.456043854870885	19	0.0837132026495488	429	0.372330652221336	7.73874089259057
Mast3	Mast3	1.34487E-14	5.59589697272842e-14	2.77116711304576	MAST3	0.176591560581734	10	0.0258681589296027	211	0.150723401652132	7.70149207691162
Naip2	Naip2	1.64592E-14	6.83917909136156e-14	3.97313314216169	NA	0.0666469289409034	5	0.00424373141391715	29	0.0624031975269863	7.67564179396208
Oas1a	Oas1a	2.57924E-14	1.070259830327e-13	3.98498154628668	OAS1	0.0594630943592953	5	0.0037553336414343	26	0.055707760717861	7.61785601143024
Marcksl1	Marcksl1	2.89519E-14	1.19972087973718e-13	1.79070491256223	MARCKSL1	0.604438256017798	17	0.174701265838534	1237	0.429736990179264	7.60292136857888
Crlf2	Crlf2	3.01582E-14	1.24799494110992e-13	2.9168933557725	CRLF2	0.158759734247883	10	0.0210217065357885	153	0.137738027712094	7.5976392693312
Slc40a1	Slc40a1	3.05168E-14	1.26110992569779e-13	3.66505242816522	SLC40A1	0.106432003196057	7	0.00839037785998929	62	0.0980416253360674	7.59610889518354
Arpc3	Arpc3	3.23527E-14	1.33515476588789e-13	1.33213988404832	ARPC3	1.41042401758111	42	0.5601903603225	3004	0.850233657258606	7.58854133818644
AI467606	AI467606	3.61401E-14	1.48942349892157e-13	2.14022019425115	C16orf54	0.293050848981463	16	0.0664771677465251	536	0.226573681234938	7.57418087253687
Coro2a	Coro2a	4.11374E-14	1.69307078708037e-13	3.13609938590605	CORO2A	0.168667252254397	9	0.0191853967783327	126	0.149481855476064	7.5573467596901
Tpt1	Tpt1	4.50129E-14	1.85005379507758e-13	0.627178106941061	TPT1	17.1200184057046	60	11.0842115099733	6285	6.03580689573124	7.54562347865743
Bcl2a1b	Bcl2a1b	4.55739E-14	1.87057043741645e-13	2.97600809672295	BCL2A1	0.124667662257952	9	0.0158447762706694	138	0.108822885987282	7.54400919691387
Tmem106a	Tmem106a	5.23252E-14	2.1447663703225e-13	2.40413307874314	TMEM106A	0.172223873804248	12	0.0325369757216237	264	0.139686898082624	7.52598284876028
Lmnb1	Lmnb1	6.17162E-14	2.5262703915354e-13	2.47734752409276	LMNB1	0.278638227900831	10	0.0500362535969422	391	0.228601974303889	7.50438819623067
Rps20	Rps20	6.44241E-14	2.6335515410649e-13	0.78440921838622	RPS20	6.11192462142679	59	3.54852023287329	6149	2.5634043885535	7.49876059017573
Gla	Gla	6.55456E-14	2.67578047277525e-13	2.37500097282327	GLA	0.248418501819975	13	0.047889180550148	370	0.200529321269827	7.4964977030523
Rasa3	Rasa3	6.67733E-14	2.72222689324906e-13	2.33173092437435	RASA3	0.221790984509941	12	0.0440578133444344	338	0.177733171165507	7.49406368101983
Hpse	Hpse	6.86358E-14	2.79439060034922e-13	3.7115154210726	HPSE	0.0989802173509973	6	0.00755563434430572	61	0.0914245830066916	7.49045400613209
Dipk1a	Dipk1a	7.39501E-14	3.00670675979567e-13	2.04602311524929	DIPK1A	0.275956334558051	16	0.066823010606422	538	0.209133323951629	7.48066034872391
Ifitm1	Ifitm1	8.36067E-14	3.3947693770929e-13	2.6079767094164	IFITM1	0.317164049908534	9	0.0520241193405643	282	0.265139930567969	7.46451543033595
Fam111a	Fam111a	8.44680E-14	3.42514390722992e-13	1.8998370758848	FAM111A	0.53420183205875	26	0.1431520021085	977	0.39104982995025	7.46316569884828
Rps29	Rps29	8.69543E-14	3.52124127923299e-13	0.821532685648212	RPS29	5.16295423547806	60	2.92140854127697	6098	2.24154569420108	7.45934403649448
Septin9	Septin9	1.17796E-13	4.76381706763233e-13	2.516074519999	SEPTIN9	0.270623074453278	13	0.0473097792656883	321	0.22331329518759	7.41923785123252
Rpl35a	Rpl35a	1.35305E-13	5.46459538090908e-13	0.931501410330275	RPL35A	3.29154737484548	59	1.72579912598432	5545	1.56574824886116	7.40086013412777
Eno1	Eno1	1.39673E-13	5.6334688726054e-13	1.91591863854059	ENO1	0.484035789648074	24	0.128271004324457	965	0.355764785323617	7.39664071884341
Gltp	Gltp	1.48284E-13	5.97283313020824e-13	1.49614315473838	GLTP	0.850322834830546	27	0.30143930133839	1797	0.548883533492156	7.38868838939617
Rpl37a	Rpl37a	1.69882E-13	6.83370196490775e-13	0.788157449575105	RPL37A	5.43205834252379	58	3.14561373290559	6111	2.2864446096182	7.37058379667316
E2f1	E2f1	1.80906E-13	7.26747108279337e-13	3.17792680526697	E2F1	0.106432003196057	7	0.011760368870326	92	0.0946716343257306	7.36219828883272
Pde4b	Pde4b	1.89245E-13	7.59239058117475e-13	1.86996617540231	PDE4B	0.654243502789969	28	0.178987832444979	815	0.47525567034499	7.35618193769518
Npm1	Npm1	2.12720E-13	8.52287233643021e-13	0.956561809368993	NPM1	2.41442161473942	54	1.24411152450562	4896	1.17031009023381	7.34054890678908
Bcl2a1a	Bcl2a1a	2.47778E-13	9.91438090756809e-13	3.00595529274915	BCL2A1	0.117093059804479	9	0.0145763385317748	127	0.102516721272704	7.32010468534004
Eef1b2	Eef1b2	2.51139E-13	1.00356126209025e-12	0.842803754984195	EEF1B2	3.92177547275805	58	2.18662100334535	5831	1.7351544694127	7.31829616018033
Bcl10	Bcl10	2.95936E-13	1.18101233786806e-12	1.70838132235644	BCL10	0.361921196234914	19	0.110749046704782	849	0.251172149530132	7.29623296808511
P2ry14	P2ry14	3.04821E-13	1.21486515981964e-12	3.51078631222568	P2RY14	0.172223873804248	10	0.0151091963538635	77	0.157114677450384	7.29225006059198
Eef1a1	Eef1a1	3.05835E-13	1.21730205192757e-12	0.605922781915297	NA	20.2651151952197	60	13.3152138049153	6289	6.94990139030438	7.29180281534916
Ttyh2	Ttyh2	3.10684E-13	1.234981066229e-12	3.27519034076042	TTYH2	0.117093059804479	9	0.0120948537364774	95	0.104998206068001	7.28968329152691
Ctsb	Ctsb	3.87720E-13	1.53917611540429e-12	0.749934746176869	CTSB	3.8786361464238	57	2.3063551661633	5856	1.5722809802605	7.25978023510695
Lgals1	Lgals1	4.30544E-13	1.70517036397383e-12	1.91206298819894	LGALS1	0.861176076520133	21	0.228825090905847	810	0.632350985614286	7.24559517823131
Dgat2	Dgat2	4.30661E-13	1.70517036397383e-12	3.71143771883369	DGAT2	0.101807323258766	6	0.00777185946088898	62	0.0940354637978774	7.24555838419569
Ptp4a3	Ptp4a3	5.11485E-13	2.0225378450887e-12	2.3197024419972	PTP4A3	0.439804482321427	19	0.0880966989059491	506	0.351707783415478	7.22221245539954
Tpm3	Tpm3	5.61957E-13	2.21921810189238e-12	1.05556123487524	NA	2.75357944813334	58	1.32477467576374	4990	1.4288047723696	7.20940778666618
Map3k14	Map3k14	5.92920E-13	2.33843835763433e-12	2.92237008063548	MAP3K14	0.10837661417978	6	0.0142959995651137	121	0.0940806146146659	7.2021004733554
Sipa1	Sipa1	5.98946E-13	2.35913053318848e-12	1.85572736978494	SIPA1	0.447296458741351	20	0.123585027281638	751	0.323711431459713	7.20072184830707
Rpl6	Rpl6	6.29769E-13	2.47731034596013e-12	0.731181633139852	RPL6	5.7048831121828	59	3.43668040508941	6159	2.2682027070934	7.19387704255965
Fkbp1b	Fkbp1b	6.76761E-13	2.65870415373809e-12	2.99176597662564	FKBP1B	0.104262151655644	7	0.0131073647243811	107	0.0911547869312625	7.18404998004979
Nr4a1	Nr4a1	7.52769E-13	2.9534723809543e-12	1.6190850976531	NR4A1	0.904613582239409	21	0.294489574280869	1598	0.610124007958539	7.1694913362855
Il15	Il15	7.98034E-13	3.12701310541867e-12	2.79015619979612	IL15	0.132293625340537	9	0.0191257383094366	154	0.1131678870311	7.16149239600998
Ptger4	Ptger4	8.61298E-13	3.37053692699925e-12	3.54648404459803	PTGER4	0.0965371309506216	5	0.00826221155649978	69	0.0882749193941218	7.15102905858005
Pdcd4	Pdcd4	1.00409E-12	3.92426002241985e-12	2.1817883110143	PDCD4	0.345362545932136	18	0.0761187260857505	532	0.269243819846386	7.12994482969266
Hnrnpf	Hnrnpf	1.03706E-12	4.047869334382e-12	1.12461261127481	HNRNPF	1.74049746911057	45	0.798235919642321	3757	0.942261549468252	7.12549706299091
Rpl12	Rpl12	1.20706E-12	4.7053426626495e-12	1.08735517607196	NA	1.76733439691162	49	0.831748844299902	3897	0.935585552611715	7.1045609425383
Nfatc3	Nfatc3	1.50613E-12	5.86364594331316e-12	1.49622286732854	NFATC3	0.596807112382414	25	0.211556331195001	1466	0.385250781187412	7.07392351695381
Mpp1	Mpp1	1.55182E-12	6.03376415104433e-12	1.84803909719469	MPP1	0.410908852242135	16	0.114138009907404	874	0.296770842334731	7.06977739534079
Capg	Capg	1.71730E-12	6.66860351443698e-12	1.84791399489242	CAPG	0.522951452909785	19	0.145272641051561	1090	0.377678811858224	7.0557029630722
Klf2	Klf2	1.74124E-12	6.7528987475893e-12	1.64810757869161	KLF2	1.95971050431446	41	0.625262097609031	1864	1.33444840670543	7.05377782108045
Taldo1	Taldo1	1.78934E-12	6.93056003271905e-12	1.39539241172168	TALDO1	0.991982686763728	27	0.377093564484975	2324	0.614889122278752	7.04998703774825
Nfatc1	Nfatc1	1.86401E-12	7.21053897708775e-12	1.97644124204942	NFATC1	0.492492246432087	22	0.125150128260841	875	0.367342118171245	7.04429610934834
Rab7b	Rab7b	1.88653E-12	7.28831601002525e-12	2.75238086882762	RAB7B	0.200688336525098	11	0.0297833079622833	217	0.170905028562814	7.04262390734623
Ciita	Ciita	2.01013E-12	7.75593088514561e-12	1.9758684796361	CIITA	0.360994905719037	18	0.0917709850648108	690	0.269223920654226	7.03377914594031
Rpl17	Rpl17	2.20434E-12	8.49441423445092e-12	0.802151265862683	RPL17-C18orf32	5.89524737153728	58	3.38088533197854	6144	2.51436203955874	7.02090635993185
Cysltr1	Cysltr1	2.77698E-12	1.06874772228215e-11	4.29971512904072	CYSLTR1	0.0666469289409034	5	0.00338405112419268	21	0.0632628778167108	6.9885722017855
Trim5	Trim5	2.85594E-12	1.09773985848878e-11	3.11329996080197	TRIM5	0.111749752379501	7	0.0129136762936784	95	0.0988360760858226	6.98463681678808
Arap1	Arap1	2.99373E-12	1.14924212684476e-11	1.84122222578086	ARAP1	0.348823465739104	19	0.097351483527717	699	0.251471982211387	6.97801822825832
Gm42031	Gm42031	3.73725E-12	1.43284772367222e-11	3.22686627825557	NA	0.0811610613176982	5	0.00866890364482245	76	0.0724921576728758	6.94677743822644
H2-Aa	H2-Aa	4.10405E-12	1.57148856782607e-11	0.977994396290094	NA	8.05085828918127	51	4.08730017071216	5670	3.96355811846911	6.93355119922159
Vsir	Vsir	4.12477E-12	1.5774236671598e-11	2.06765666062768	VSIR	0.393754595183828	18	0.0939288401307212	544	0.299825755053106	6.93283928379302
Rnf180	Rnf180	4.18802E-12	1.59959189583125e-11	3.80528777833615	RNF180	0.0790407692549612	6	0.00565386448556072	50	0.0733869047694005	6.93068683513944
Kif23	Kif23	4.21578E-12	1.60816145164755e-11	2.99222687353561	KIF23	0.106432003196057	6	0.013375874751338	81	0.0930561284447187	6.92975249910552
Lmo2	Lmo2	4.49455E-12	1.71234548842578e-11	2.27730251325711	LMO2	0.351828646478217	20	0.0725763013567419	407	0.279252345121475	6.92068802884263
Rap1gap2	Rap1gap2	4.65413E-12	1.7709105781987e-11	3.63021140014806	RAP1GAP2	0.086357352941934	6	0.00697423857511903	52	0.0793831143668149	6.91574441022576
Abca1	Abca1	4.69737E-12	1.78511829649087e-11	2.08457494381249	ABCA1	0.34564624816935	13	0.0814914904339171	558	0.264154757735433	6.91443343399164
Mob1a	Mob1a	4.90585E-12	1.86200526740613e-11	1.42929068758624	MOB1A	0.859208799154429	33	0.319035746500686	1992	0.540173052653743	6.90827435487753
Glipr2	Glipr2	6.19364E-12	2.34784038687277e-11	2.22501332365439	GLIPR2	0.224191777696439	14	0.0479538995805403	404	0.176237878115898	6.87512294833028
Tmem86a	Tmem86a	6.84404E-12	2.59114076328289e-11	2.83306451663433	TMEM86A	0.139971297310012	9	0.0196427183130346	156	0.120328578996977	6.86087427448755
Phgdh	Phgdh	8.86786E-12	3.35315837377604e-11	3.53894555118449	PHGDH	0.0790407692549612	6	0.00680021109382845	58	0.0722405581611328	6.82377527425577
Lrp12	Lrp12	9.18341E-12	3.46814203205462e-11	2.89535898801795	LRP12	0.0989802173509973	7	0.0133032728802438	107	0.0856769444707535	6.8187530425383
Trim12c	Trim12c	9.22867E-12	3.48088857168981e-11	2.12019099948954	TRIM5	0.246813451600221	14	0.0567711560687457	433	0.190042295531475	6.81804661851923
Gusb	Gusb	9.32983E-12	3.51466164974252e-11	1.76732806662714	GUSB	0.374108810316637	19	0.109895314388051	842	0.264213495928586	6.81647987295304
Pygl	Pygl	9.52923E-12	3.5853146517019e-11	1.7964884184804	PYGL	0.323274479871894	14	0.0930624583661002	732	0.230212021505794	6.81343967256973
Crybg1	Crybg1	1.22032E-11	4.58566037865502e-11	3.62854798351024	CRYBG1	0.104262151655644	7	0.00842994807321214	63	0.0958322035824315	6.77778575950822
Ctla2b	Ctla2b	1.25853E-11	4.72337552203365e-11	3.17404626314091	NA	0.113703709580109	6	0.0125977069335644	78	0.101106002646545	6.77332868324098
Pold1	Pold1	1.37771E-11	5.16429630489567e-11	2.38488555502805	POLD1	0.205388954580803	12	0.0393237563080207	303	0.166065198272783	6.76023144806559
Slco2b1	Slco2b1	1.41452E-11	5.29569136484067e-11	2.628627201137	SLCO2B1	0.168667252254397	9	0.027273139568795	175	0.141394112685602	6.75641094522976
Pacs1	Pacs1	1.43008E-11	5.34733416869395e-11	2.01134422445795	PACS1	0.299534558690671	15	0.0742971223279674	558	0.225237436362704	6.75482471257806
Rac1	Rac1	1.49265E-11	5.57441515061207e-11	0.877008117826741	RAC1	2.63631395640178	57	1.43546093786097	4940	1.20085301854081	6.74861280194383
Marcks	Marcks	1.51993E-11	5.66929245308294e-11	1.66515311644092	MARCKS	1.38576423195993	28	0.436946547468005	1526	0.948817684491927	6.74598410257576
Cd47	Cd47	1.66309E-11	6.19563913651364e-11	1.14151870733889	CD47	3.07109061948392	56	1.39207059525789	4539	1.67902002422604	6.73290436025954
Cd1d1	Cd1d1	1.74539E-11	6.49422483838915e-11	2.85282026682361	CD1D	0.142903851998831	8	0.0197815110457805	124	0.123122340953051	6.72587613028247
Snrnp25	Snrnp25	1.75140E-11	6.50857017201097e-11	2.95079722205401	SNRNP25	0.153217125745011	10	0.0198165859845923	168	0.133400539760418	6.72537590098579
H2-DMa	H2-DMa	1.81125E-11	6.72273622318809e-11	1.59982852353643	HLA-DMA	0.644438887025801	23	0.212610821446158	1492	0.431828065579642	6.72048155695357
Itsn2	Itsn2	1.92736E-11	7.14492072093342e-11	1.44772336927499	ITSN2	0.734778342466338	27	0.269369355670351	1684	0.465408986795987	6.71142283318355
Ptp4a2	Ptp4a2	2.00079E-11	7.40806129765188e-11	0.896750993980393	PTP4A2	2.9396416523777	56	1.57886662522961	5221	1.36077502714809	6.70596558376321
Phf11b	Phf11b	2.04785E-11	7.57303521934368e-11	3.23501759916741	PHF11	0.122167471419915	6	0.0129753251964905	88	0.109192146223424	6.70257037992001
Rpl28	Rpl28	2.32342E-11	8.58161379251194e-11	0.883593447454858	RPL28	2.78531174954328	57	1.5096827041503	5310	1.27562904539298	6.68410393216643
Bin1	Bin1	2.62722E-11	9.69188049747718e-11	2.36760486854233	BIN1	0.174527268676987	11	0.0338176331611512	255	0.140709635515835	6.66608225622455
Tmed5	Tmed5	2.74325E-11	1.01076024243641e-10	1.29969761594598	TMED5	0.744226812648779	30	0.302313363232844	1866	0.441913449415935	6.65973307623205
Ehbp1l1	Ehbp1l1	2.89120E-11	1.06397711141999e-10	2.21478118139302	EHBP1L1	0.263779155053436	15	0.0568230974166151	423	0.206956057636821	6.65200830082746
Hnrnpc	Hnrnpc	3.18928E-11	1.17224458787358e-10	0.79816766600117	HNRNPCL1	2.30951558442261	56	1.32815416381512	5043	0.98136142060749	6.6375554362229
Ostf1	Ostf1	3.28215E-11	1.20491410275801e-10	1.35577482852884	OSTF1	0.734709756927506	29	0.2870694098885	1893	0.447640347039006	6.63332204656844
Carns1	Carns1	3.35866E-11	1.23150710323824e-10	3.43873786051637	CARNS1	0.0811610613176982	5	0.00748487366291639	61	0.0736761876547819	6.62992144042851
St6gal1	St6gal1	3.38289E-11	1.23889172259253e-10	1.94087412455959	ST6GAL1	0.379514304865822	21	0.0988477574381755	719	0.280666547427647	6.62886005217011
Gpx1	Gpx1	4.53461E-11	1.65866883894886e-10	0.925884041186287	GPX1	2.70851962566793	53	1.42565065480019	5132	1.28286897086774	6.58546599652891
Tubb6	Tubb6	4.58784E-11	1.6761136937815e-10	2.49021926605243	TUBB6	0.263517526774602	14	0.0469006445206656	311	0.216616882253936	6.58373187368749
Wdr26	Wdr26	5.66527E-11	2.06724236545431e-10	1.25515917953722	WDR26	1.11553691258389	39	0.4673512225256	2608	0.64818569005829	6.55231286368519
Rps15a	Rps15a	6.29866E-11	2.29559596712293e-10	0.856893741045224	RPS15A	3.54676621008027	58	1.9583118105779	5739	1.58845439950237	6.53647276809877
Rps6ka5	Rps6ka5	6.54984E-11	2.38426884164219e-10	3.07265719853778	RPS6KA5	0.106432003196057	6	0.0126505746321202	97	0.0937814285639364	6.53061899109329
Ctsd	Ctsd	6.66324E-11	2.42263278488253e-10	1.3361551935864	CTSD	0.73723784254173	22	0.292001328540854	1873	0.445236514000876	6.52804784908235
Rpl31	Rpl31	7.48516E-11	2.71820138131917e-10	0.641811369468247	NA	4.22306683448719	57	2.706596281874	6025	1.51647055261319	6.51059917904657
Nt5c3	Nt5c3	7.54061E-11	2.73505316523349e-10	1.87395077443981	NT5C3A	0.360994905719037	18	0.0984885355294931	765	0.262506370189544	6.50949055985445
Slpi	Slpi	7.68537E-11	2.78422257362005e-10	1.5422357073144	SLPI	0.525498061372717	12	0.18043131317363	1207	0.345066748199086	6.50663322306476
Rpl27	Rpl27	8.10805E-11	2.93383235009906e-10	0.989524605971123	RPL27	1.52919557185167	45	0.770169727102187	3822	0.759025844749478	6.49858225939935
Psmb8	Psmb8	1.09963E-10	3.97416291153257e-10	1.55485834306474	PSMB8	0.673340654378621	28	0.229179536333538	1471	0.444161118045083	6.45257863901464
Cdk9	Cdk9	1.45750E-10	5.26123637566003e-10	1.5664386396391	CDK9	0.494098497526035	24	0.16682783598933	1224	0.327270661536705	6.40975854138777
Il7r	Il7r	1.45923E-10	5.26123637566003e-10	4.03702332014112	IL7R	0.0937235477264424	5	0.00570930976880587	19	0.0880142379576365	6.40957774963376
Ankrd44	Ankrd44	1.56466E-10	5.63464619224946e-10	1.92147070699918	ANKRD44	0.448854069191709	24	0.118490859063244	758	0.330363210128465	6.39893326165309
Eif4ebp2	Eif4ebp2	1.68462E-10	6.05940873542936e-10	0.970747516521503	EIF4EBP2	1.38886748483224	39	0.708657993042554	3411	0.680209491789682	6.38764343022766
Rpsa	Rpsa	1.84705E-10	6.6357966803588e-10	1.01026295313582	NA	1.86619243532708	48	0.926481970447722	4117	0.939710464879356	6.37354712907131
Cd74	Cd74	1.85639E-10	6.66142010799918e-10	1.05065116245043	CD74	22.4245562124123	54	10.8254595634469	5927	11.5990966489654	6.37277435821041
Itsn1	Itsn1	1.89265E-10	6.7784850425365e-10	1.94737698560358	ITSN1	0.310374385680527	16	0.0804761121964591	605	0.229898273484068	6.36980770688015
Mctp2	Mctp2	1.89349E-10	6.7784850425365e-10	2.8536680202767	MCTP2	0.0915786190566598	6	0.0126693524678019	109	0.0789092665888579	6.36973958884965
Map3k8	Map3k8	1.97827E-10	7.07360992449044e-10	2.56994509709837	MAP3K8	0.164328981714338	10	0.0276747433914369	206	0.136654238322902	6.36301819956918
Pik3r6	Pik3r6	2.65108E-10	9.4681578332175e-10	3.33766891354609	PIK3R6	0.0790407692549612	6	0.00781830663916231	47	0.0712224626157989	6.31791927784165
Arpc4	Arpc4	2.67204E-10	9.53175170711986e-10	1.4902424677252	ARPC4	0.530062043460767	25	0.18867702634321	1358	0.341385017117557	6.31670198335932
